1,2014,89.5,26.1,8.95,6940000,18.93,0.16,0,1,86.2069,868.5762,2.25,4880,,2.7245433,614.2233,60
1,2015,71.5,27.4,8.79,4890000,17.53,0.15,0,1.03,87.28814,970.0803,2.37,5950,,1.4513147,556.0072,60
1,2016,97.7,28.6,9.87,860000,19.92,0.15,0,1.06,87.603294,862.79114,2.24,5300,,2.2603142,512.01276,60
1,2017,97.7,29.7,9.79,50330000,19.21,0.18,0,1.09,85.826775,829.31195,2.3,4780,,2.6470032,516.6799,60
1,2018,96.616135,30.9,9.55,70100000,17.96,0.2,0,0.97,82.90598,924.25085,2.44,6070,,1.1892282,485.66843,60
1,2019,97.7,31.9,9.58,4620000,18.51,0.18,0,0.89,83.17757,802.61255,2.41,6080,,3.9116035,494.17935,60
1,2020,97.7,33.2,9.35,,,0.12,0,0.68,85,702888,,,,-2.3511007,516.74786,60
2,2000,100,38.2,,,,0.14,0,4.55,97.01493,9029.4375,4.13,3170,,6.9462166,1126.6833,105
2,2001,100,40.5,,,,0.13,0,3.52,96.438354,8.635532e+06,3.89,3230,,8.293313,1281.6598,105
2,2002,100,43.2,,,,0.16,0,3.48,95.60439,9.443555e+06,4.1,3760,,4.5365243,1425.1243,105
2,2003,100,46.4,,,,0.1,0,5.12,98.0843,1.0756612e+07,3.8,4070.0002,,5.5286374,1846.1201,105
2,2004,100,49,,,,0.13,0,5.41,97.65343,1.1586951e+07,3.96,4250,,5.514668,2373.5813,105
2,2005,100,51.9,,,,0.07,0,5.32,98.7013,1.1545616e+07,3.75,4030.0002,,5.5264244,2673.7866,105
2,2006,100,54.8,,,,0.09,0,4.95,98.21428,1.0976728e+07,3.46,4010.0002,,5.902659,2972.743,105
2,2007,100,58.1,,,,0.07,0,2.76,97.526505,9.534874e+06,3.12,4140,,5.9832597,3595.038,105
2,2008,100,60.8,,,,0.07,0,3.76,98.172325,1.0499328e+07,3.01,4080,,7.5000415,4370.54,105
2,2009,100,63.6,,,,0,0,5.2,100,1.1524428e+07,2.98,4220,,3.3542893,4114.135,105
2,2010,100,66.5,,,,0,0,7.49,100,1.2377504e+07,2.85,4450,,3.7069383,4094.3484,105
